Sitio,Tipo,Fecha,Transecto,Hora,Clima,Temperatura,Humedad,Personas,Bloque,Veg,Hoja,Notes,sample_date
DB-N,N,12/10/22,1,21:06:00,CL,23.9,85.0,"HJ, DZ",C,same,same,"2 - 1 HJ, 1 DZ, Anolis peraccae",2022-10-12
DB-N,N,12/10/22,1,21:06:00,CL,23.9,85.0,"HJ, DZ",D,same,same,"2 - 1 HJ, 1 DZ, Anolis peraccae",2022-10-12
DB-N,N,12/10/22,2,21:26:00,CL,22.5,87.9,"HJ, DZ",A,same,same,"6 - 4 HJ, 2 DZ",2022-10-12
DB-N,N,12/10/22,2,21:26:00,CL,22.5,87.9,"HJ, DZ",B,same,same,"6 - 4 HJ, 2 DZ",2022-10-12
DB-N,N,12/10/22,2,21:26:00,CL,22.5,87.9,"HJ, DZ",C,same,same,"6 - 4 HJ, 2 DZ",2022-10-12
DB-N,N,12/10/22,2,21:26:00,CL,22.5,87.9,"HJ, DZ",D,same,same,"6 - 4 HJ, 2 DZ",2022-10-12
DB-N,N,12/10/22,3,21:42:00,CL,21.7,90.4,"HJ, DZ",A,same,same,"8 - 4 DZ, 4 HJ",2022-10-12
DB-N,N,12/10/22,3,21:42:00,CL,21.7,90.4,"HJ, DZ",B,same,same,"8 - 4 DZ, 4 HJ",2022-10-12
DB-N,N,12/10/22,3,21:42:00,CL,21.7,90.4,"HJ, DZ",C,same,same,"8 - 4 DZ, 4 HJ",2022-10-12
DB-N,N,12/10/22,3,21:42:00,CL,21.7,90.4,"HJ, DZ",D,same,same,"8 - 4 DZ, 4 HJ",2022-10-12
DB-N,N,12/10/22,4,21:56:00,CL,24.1,84.7,"HJ, DZ",A,same,same,"7 - 4 DZ, 3 HJ",2022-10-12
DB-N,N,12/10/22,4,21:56:00,CL,24.1,84.7,"HJ, DZ",B,same,same,"7 - 4 DZ, 3 HJ",2022-10-12
DB-N,N,12/10/22,4,21:56:00,CL,24.1,84.7,"HJ, DZ",C,same,same,"7 - 4 DZ, 3 HJ",2022-10-12
DB-N,N,12/10/22,4,21:56:00,CL,24.1,84.7,"HJ, DZ",D,same,same,"7 - 4 DZ, 3 HJ",2022-10-12
DG-B,B,06/11/22,1,20:02:00,N,22.4,87.6,"HJ, DZ",A,40,75,"6 - 5 DZ, 1 HJ",2022-11-06
DG-B,B,06/11/22,1,20:02:00,N,22.4,87.6,"HJ, DZ",B,70,80,"6 - 5 DZ, 1 HJ",2022-11-06
DG-B,B,06/11/22,1,20:02:00,N,22.4,87.6,"HJ, DZ",C,60,95,"6 - 5 DZ, 1 HJ",2022-11-06
DG-B,B,06/11/22,1,20:02:00,N,22.4,87.6,"HJ, DZ",D,25,80,"6 - 5 DZ, 1 HJ",2022-11-06
DG-B,B,06/11/22,2,20:20:00,N,19.5,94.9,"HJ, DZ",A,50,100,0,2022-11-06
DG-B,B,06/11/22,2,20:20:00,N,19.5,94.9,"HJ, DZ",B,45,80,0,2022-11-06
DG-B,B,06/11/22,2,20:20:00,N,19.5,94.9,"HJ, DZ",C,85,40,0,2022-11-06
DG-B,B,06/11/22,2,20:20:00,N,19.5,94.9,"HJ, DZ",D,60,70,0,2022-11-06
DG-B,B,06/11/22,3,20:35:00,N,20.5,89.7,"HJ, DZ",A,50,95,0,2022-11-06
DG-B,B,06/11/22,3,20:35:00,N,20.5,89.7,"HJ, DZ",B,50,90,0,2022-11-06
DG-B,B,06/11/22,3,20:35:00,N,20.5,89.7,"HJ, DZ",C,80,85,0,2022-11-06
DG-B,B,06/11/22,3,20:35:00,N,20.5,89.7,"HJ, DZ",D,80,100,0,2022-11-06
DG-B,B,06/11/22,4,20:53:00,N,19.6,93.5,"HJ, DZ",A,50,100,"4 - 2 HJ, 2 DZ",2022-11-06
DG-B,B,06/11/22,4,20:53:00,N,19.6,93.5,"HJ, DZ",B,50,100,"4 - 2 HJ, 2 DZ",2022-11-06
DG-B,B,06/11/22,4,20:53:00,N,19.6,93.5,"HJ, DZ",C,80,90,"4 - 2 HJ, 2 DZ",2022-11-06
DG-B,B,06/11/22,4,20:53:00,N,19.6,93.5,"HJ, DZ",D,70,50,"4 - 2 HJ, 2 DZ",2022-11-06
DG-V,V,06/11/22,1,21:32:00,N,21.8,88.3,"HJ, DZ",A,20,100,"4 - 3 DZ, 1 HJ",2022-11-06
DG-V,V,06/11/22,1,21:32:00,N,21.8,88.3,"HJ, DZ",B,25,100,"4 - 3 DZ, 1 HJ",2022-11-06
DG-V,V,06/11/22,1,21:32:00,N,21.8,88.3,"HJ, DZ",C,50,95,"4 - 3 DZ, 1 HJ",2022-11-06
DG-V,V,06/11/22,1,21:32:00,N,21.8,88.3,"HJ, DZ",D,60,95,"4 - 3 DZ, 1 HJ",2022-11-06
DG-V,V,06/11/22,2,21:50:00,N,22.1,87.1,"HJ, DZ",A,10,100,"5 - 4 DZ, 1 HJ",2022-11-06
DG-V,V,06/11/22,2,21:50:00,N,22.1,87.1,"HJ, DZ",B,30,100,"5 - 4 DZ, 1 HJ",2022-11-06
DG-V,V,06/11/22,2,21:50:00,N,22.1,87.1,"HJ, DZ",C,25,95,"5 - 4 DZ, 1 HJ",2022-11-06
DG-V,V,06/11/22,2,21:50:00,N,22.1,87.1,"HJ, DZ",D,40,80,"5 - 4 DZ, 1 HJ",2022-11-06
DG-V,V,06/11/22,3,22:07:00,N,20.2,94.7,"HJ, DZ",A,10,100,"7 - 4 DZ, 3 HJ",2022-11-06
DG-V,V,06/11/22,3,22:07:00,N,20.2,94.7,"HJ, DZ",B,10,100,"7 - 4 DZ, 3 HJ",2022-11-06
DG-V,V,06/11/22,3,22:07:00,N,20.2,94.7,"HJ, DZ",C,60,60,"7 - 4 DZ, 3 HJ",2022-11-06
DG-V,V,06/11/22,3,22:07:00,N,20.2,94.7,"HJ, DZ",D,40,80,"7 - 4 DZ, 3 HJ",2022-11-06
DG-V,V,06/11/22,4,22:30:00,N,19.3,94.5,"HJ, DZ",A,15,100,"Bothriechis schlegelii, 3 - 2 HJ, 1 DZ",2022-11-06
DG-V,V,06/11/22,4,22:30:00,N,19.3,94.5,"HJ, DZ",B,20,100,"Bothriechis schlegelii, 3 - 2 HJ, 1 DZ",2022-11-06
DG-V,V,06/11/22,4,22:30:00,N,19.3,94.5,"HJ, DZ",C,50,100,"Bothriechis schlegelii, 3 - 2 HJ, 1 DZ",2022-11-06
DG-V,V,06/11/22,4,22:30:00,N,19.3,94.5,"HJ, DZ",D,80,100,"Bothriechis schlegelii, 3 - 2 HJ, 1 DZ",2022-11-06
DG-N,N,07/11/22,1,20:12:00,CL,23.3,87.1,"HJ, DZ",A,10,95,"6 - 4 DZ, 2 HJ",2022-11-07
DG-N,N,07/11/22,1,20:12:00,CL,23.3,87.1,"HJ, DZ",B,5,85,"6 - 4 DZ, 2 HJ",2022-11-07
DG-N,N,07/11/22,1,20:12:00,CL,23.3,87.1,"HJ, DZ",C,10,90,"6 - 4 DZ, 2 HJ",2022-11-07
DG-N,N,07/11/22,1,20:12:00,CL,23.3,87.1,"HJ, DZ",D,5,85,"6 - 4 DZ, 2 HJ",2022-11-07
DG-N,N,07/11/22,2,20:30:00,CL,21.7,93.2,"HJ, DZ",A,5,90,"9 - 5 HJ, 4 DZ",2022-11-07
DG-N,N,07/11/22,2,20:30:00,CL,21.7,93.2,"HJ, DZ",B,15,70,"9 - 5 HJ, 4 DZ",2022-11-07
DG-N,N,07/11/22,2,20:30:00,CL,21.7,93.2,"HJ, DZ",C,10,95,"9 - 5 HJ, 4 DZ",2022-11-07
DG-N,N,07/11/22,2,20:30:00,CL,21.7,93.2,"HJ, DZ",D,10,60,"9 - 5 HJ, 4 DZ",2022-11-07
DG-N,N,07/11/22,3,20:46:00,CL,21.9,96.4,"HJ, DZ",A,5,75,"5 - 3 DZ, 2 HJ",2022-11-07
DG-N,N,07/11/22,3,20:46:00,CL,21.9,96.4,"HJ, DZ",B,20,20,"5 - 3 DZ, 2 HJ",2022-11-07
DG-N,N,07/11/22,3,20:46:00,CL,21.9,96.4,"HJ, DZ",C,25,60,"5 - 3 DZ, 2 HJ",2022-11-07
DG-N,N,07/11/22,3,20:46:00,CL,21.9,96.4,"HJ, DZ",D,10,80,"5 - 3 DZ, 2 HJ",2022-11-07
DG-N,N,07/11/22,4,21:00:00,CL,21.3,93.7,"HJ, DZ",A,40,75,"7 - 5 HJ, 2 DZ",2022-11-07
DG-N,N,07/11/22,4,21:00:00,CL,21.3,93.7,"HJ, DZ",B,15,85,"7 - 5 HJ, 2 DZ",2022-11-07
DG-N,N,07/11/22,4,21:00:00,CL,21.3,93.7,"HJ, DZ",C,5,40,"7 - 5 HJ, 2 DZ",2022-11-07
DG-N,N,07/11/22,4,21:00:00,CL,21.3,93.7,"HJ, DZ",D,10,40,"7 - 5 HJ, 2 DZ",2022-11-07
DG-C,C,07/11/22,1,21:36:00,CL,21.7,93.0,"HJ, DZ",A,15,5,"9 - 5 HJ, 4 DZ",2022-11-07
DG-C,C,07/11/22,1,21:36:00,CL,21.7,93.0,"HJ, DZ",B,35,10,"9 - 5 HJ, 4 DZ",2022-11-07
DG-C,C,07/11/22,1,21:36:00,CL,21.7,93.0,"HJ, DZ",C,20,5,"9 - 5 HJ, 4 DZ",2022-11-07
DG-C,C,07/11/22,1,21:36:00,CL,21.7,93.0,"HJ, DZ",D,0,15,"9 - 5 HJ, 4 DZ",2022-11-07
DG-C,C,07/11/22,2,21:53:00,CL,22.9,92.6,"HJ, DZ",A,5,0,"15 - 8 DZ, 7 HJ",2022-11-07
DG-C,C,07/11/22,2,21:53:00,CL,22.9,92.6,"HJ, DZ",B,0,20,"15 - 8 DZ, 7 HJ",2022-11-07
DG-C,C,07/11/22,2,21:53:00,CL,22.9,92.6,"HJ, DZ",C,0,15,"15 - 8 DZ, 7 HJ",2022-11-07
DG-C,C,07/11/22,2,21:53:00,CL,22.9,92.6,"HJ, DZ",D,0,15,"15 - 8 DZ, 7 HJ",2022-11-07
DG-C,C,07/11/22,3,22:12:00,N,20.3,97.7,"HJ, DZ",A,5,20,"8 - 6 DZ, 2 HJ",2022-11-07
DG-C,C,07/11/22,3,22:12:00,N,20.3,97.7,"HJ, DZ",B,5,30,"8 - 6 DZ, 2 HJ",2022-11-07
DG-C,C,07/11/22,3,22:12:00,N,20.3,97.7,"HJ, DZ",C,5,20,"8 - 6 DZ, 2 HJ",2022-11-07
DG-C,C,07/11/22,3,22:12:00,N,20.3,97.7,"HJ, DZ",D,0,60,"8 - 6 DZ, 2 HJ",2022-11-07
DG-C,C,07/11/22,4,22:27:00,N,20.2,98.7,"HJ, DZ",A,0,40,"6 - 4 DZ, 2 HJ",2022-11-07
DG-C,C,07/11/22,4,22:27:00,N,20.2,98.7,"HJ, DZ",B,0,20,"6 - 4 DZ, 2 HJ",2022-11-07
DG-C,C,07/11/22,4,22:27:00,N,20.2,98.7,"HJ, DZ",C,0,5,"6 - 4 DZ, 2 HJ",2022-11-07
DG-C,C,07/11/22,4,22:27:00,N,20.2,98.7,"HJ, DZ",D,0,0,"6 - 4 DZ, 2 HJ",2022-11-07
DG-V,V,08/11/22,1,20:17:00,N,21.7,91.7,"HJ, DZ",A,same,same,"7 - 4 HJ, 3 DZ",2022-11-08
DG-V,V,08/11/22,1,20:17:00,N,21.7,91.7,"HJ, DZ",B,same,same,"7 - 4 HJ, 3 DZ",2022-11-08
DG-V,V,08/11/22,1,20:17:00,N,21.7,91.7,"HJ, DZ",C,same,same,"7 - 4 HJ, 3 DZ",2022-11-08
DG-V,V,08/11/22,1,20:17:00,N,21.7,91.7,"HJ, DZ",D,same,same,"7 - 4 HJ, 3 DZ",2022-11-08
DG-V,V,08/11/22,2,20:31:00,N,19.9,94.7,"HJ, DZ",A,same,same,"6 - 4 DZ, 2 HJ",2022-11-08
DG-V,V,08/11/22,2,20:31:00,N,19.9,94.7,"HJ, DZ",B,same,same,"6 - 4 DZ, 2 HJ",2022-11-08
DG-V,V,08/11/22,2,20:31:00,N,19.9,94.7,"HJ, DZ",C,same,same,"6 - 4 DZ, 2 HJ",2022-11-08
DG-V,V,08/11/22,2,20:31:00,N,19.9,94.7,"HJ, DZ",D,same,same,"6 - 4 DZ, 2 HJ",2022-11-08
DG-V,V,08/11/22,3,20:45:00,N,19.3,96.8,"HJ, DZ",A,same,same,"6 - 5 HJ, 1 DZ",2022-11-08
DG-V,V,08/11/22,3,20:45:00,N,19.3,96.8,"HJ, DZ",B,same,same,"6 - 5 HJ, 1 DZ",2022-11-08
DG-V,V,08/11/22,3,20:45:00,N,19.3,96.8,"HJ, DZ",C,same,same,"6 - 5 HJ, 1 DZ",2022-11-08
DG-V,V,08/11/22,3,20:45:00,N,19.3,96.8,"HJ, DZ",D,same,same,"6 - 5 HJ, 1 DZ",2022-11-08
DG-V,V,08/11/22,4,21:03:00,N,19.3,97.4,"HJ, DZ",A,same,same,"Bothriechis schlegelii, 2 - 2 DZ",2022-11-08
DG-V,V,08/11/22,4,21:03:00,N,19.3,97.4,"HJ, DZ",B,same,same,"Bothriechis schlegelii, 2 - 2 DZ",2022-11-08
DG-V,V,08/11/22,4,21:03:00,N,19.3,97.4,"HJ, DZ",C,same,same,"Bothriechis schlegelii, 2 - 2 DZ",2022-11-08
DG-V,V,08/11/22,4,21:03:00,N,19.3,97.4,"HJ, DZ",D,same,same,"Bothriechis schlegelii, 2 - 2 DZ",2022-11-08
DG-B,B,08/11/22,1,21:36:00,CL,22,91.2,"HJ, DZ",A,same,same,"7 - 4 DZ, 3 HJ",2022-11-08
DG-B,B,08/11/22,1,21:36:00,CL,22,91.2,"HJ, DZ",B,same,same,"7 - 4 DZ, 3 HJ",2022-11-08
DG-B,B,08/11/22,1,21:36:00,CL,22,91.2,"HJ, DZ",C,same,same,"7 - 4 DZ, 3 HJ",2022-11-08
DG-B,B,08/11/22,1,21:36:00,CL,22,91.2,"HJ, DZ",D,same,same,"7 - 4 DZ, 3 HJ",2022-11-08
DG-B,B,08/11/22,2,21:50:00,CL,19.9,95.4,"HJ, DZ",A,same,same,1 - 1 DZ,2022-11-08
DG-B,B,08/11/22,2,21:50:00,CL,19.9,95.4,"HJ, DZ",B,same,same,1 - 1 DZ,2022-11-08
DG-B,B,08/11/22,2,21:50:00,CL,19.9,95.4,"HJ, DZ",C,same,same,1 - 1 DZ,2022-11-08
DG-B,B,08/11/22,2,21:50:00,CL,19.9,95.4,"HJ, DZ",D,same,same,1 - 1 DZ,2022-11-08
DG-B,B,08/11/22,3,22:03:00,CL,19.6,95.5,"HJ, DZ",A,same,same,"2 - 1 HJ, 1 DZ",2022-11-08
DG-B,B,08/11/22,3,22:03:00,CL,19.6,95.5,"HJ, DZ",B,same,same,"2 - 1 HJ, 1 DZ",2022-11-08
DG-B,B,08/11/22,3,22:03:00,CL,19.6,95.5,"HJ, DZ",C,same,same,"2 - 1 HJ, 1 DZ",2022-11-08
DG-B,B,08/11/22,3,22:03:00,CL,19.6,95.5,"HJ, DZ",D,same,same,"2 - 1 HJ, 1 DZ",2022-11-08
DG-B,B,08/11/22,4,22:18:00,CL,19.7,95.8,"HJ, DZ",A,same,same,"4 - 2 HJ, 2 DZ",2022-11-08
DG-B,B,08/11/22,4,22:18:00,CL,19.7,95.8,"HJ, DZ",B,same,same,"4 - 2 HJ, 2 DZ",2022-11-08
DG-B,B,08/11/22,4,22:18:00,CL,19.7,95.8,"HJ, DZ",C,same,same,"4 - 2 HJ, 2 DZ",2022-11-08
DG-B,B,08/11/22,4,22:18:00,CL,19.7,95.8,"HJ, DZ",D,same,same,"4 - 2 HJ, 2 DZ",2022-11-08
DG-C,C,09/11/22,1,20:02:00,PN,21.9,92.0,"HJ, DZ",A,same,same,"11 - 7 DZ, 4 HJ",2022-11-09
DG-C,C,09/11/22,1,20:02:00,PN,21.9,92.0,"HJ, DZ",B,same,same,"11 - 7 DZ, 4 HJ",2022-11-09
DG-C,C,09/11/22,1,20:02:00,PN,21.9,92.0,"HJ, DZ",C,same,same,"11 - 7 DZ, 4 HJ",2022-11-09
DG-C,C,09/11/22,1,20:02:00,PN,21.9,92.0,"HJ, DZ",D,same,same,"11 - 7 DZ, 4 HJ",2022-11-09
DG-C,C,09/11/22,2,20:17:00,PN,20.4,95.6,"HJ, DZ",A,same,same,"10 - 5 HJ, 5 DZ",2022-11-09
DG-C,C,09/11/22,2,20:17:00,PN,20.4,95.6,"HJ, DZ",B,same,same,"10 - 5 HJ, 5 DZ",2022-11-09
DG-C,C,09/11/22,2,20:17:00,PN,20.4,95.6,"HJ, DZ",C,same,same,"10 - 5 HJ, 5 DZ",2022-11-09
DG-C,C,09/11/22,2,20:17:00,PN,20.4,95.6,"HJ, DZ",D,same,same,"10 - 5 HJ, 5 DZ",2022-11-09
DG-C,C,09/11/22,3,20:33:00,PN,22.3,88.9,"HJ, DZ",A,same,same,"10 - 6 DZ, 4 HJ",2022-11-09
DG-C,C,09/11/22,3,20:33:00,PN,22.3,88.9,"HJ, DZ",B,same,same,"10 - 6 DZ, 4 HJ",2022-11-09
DG-C,C,09/11/22,3,20:33:00,PN,22.3,88.9,"HJ, DZ",C,same,same,"10 - 6 DZ, 4 HJ",2022-11-09
DG-C,C,09/11/22,3,20:33:00,PN,22.3,88.9,"HJ, DZ",D,same,same,"10 - 6 DZ, 4 HJ",2022-11-09
DG-C,C,09/11/22,4,20:49:00,PN,20.3,94.6,"HJ, DZ",A,same,same,"13 - 8 DZ, 5 HJ",2022-11-09
DG-C,C,09/11/22,4,20:49:00,PN,20.3,94.6,"HJ, DZ",B,same,same,"13 - 8 DZ, 5 HJ",2022-11-09
DG-C,C,09/11/22,4,20:49:00,PN,20.3,94.6,"HJ, DZ",C,same,same,"13 - 8 DZ, 5 HJ",2022-11-09
DG-C,C,09/11/22,4,20:49:00,PN,20.3,94.6,"HJ, DZ",D,same,same,"13 - 8 DZ, 5 HJ",2022-11-09
DG-N,N,09/11/22,1,21:17:00,CL,22.2,91.4,"HJ, DZ",A,same,same,"Anadia rhombifera, Leptodeira ornata, 7 - 4 HJ, 3 DZ",2022-11-09
DG-N,N,09/11/22,1,21:17:00,CL,22.2,91.4,"HJ, DZ",B,same,same,"Anadia rhombifera, Leptodeira ornata, 7 - 4 HJ, 3 DZ",2022-11-09
DG-N,N,09/11/22,1,21:17:00,CL,22.2,91.4,"HJ, DZ",C,same,same,"Anadia rhombifera, Leptodeira ornata, 7 - 4 HJ, 3 DZ",2022-11-09
DG-N,N,09/11/22,1,21:17:00,CL,22.2,91.4,"HJ, DZ",D,same,same,"Anadia rhombifera, Leptodeira ornata, 7 - 4 HJ, 3 DZ",2022-11-09
DG-N,N,09/11/22,2,21:32:00,CL,21.4,96.6,"HJ, DZ",A,same,same,"5 - 3 DZ, 2 HJ",2022-11-09
DG-N,N,09/11/22,2,21:32:00,CL,21.4,96.6,"HJ, DZ",B,same,same,"5 - 3 DZ, 2 HJ",2022-11-09
DG-N,N,09/11/22,2,21:32:00,CL,21.4,96.6,"HJ, DZ",C,same,same,"5 - 3 DZ, 2 HJ",2022-11-09
DG-N,N,09/11/22,2,21:32:00,CL,21.4,96.6,"HJ, DZ",D,same,same,"5 - 3 DZ, 2 HJ",2022-11-09
DG-N,N,09/11/22,3,21:47:00,CL,20.7,95.9,"HJ, DZ",A,same,same,"8 - 5 HJ, 3 DZ",2022-11-09
DG-N,N,09/11/22,3,21:47:00,CL,20.7,95.9,"HJ, DZ",B,same,same,"8 - 5 HJ, 3 DZ",2022-11-09
DG-N,N,09/11/22,3,21:47:00,CL,20.7,95.9,"HJ, DZ",C,same,same,"8 - 5 HJ, 3 DZ",2022-11-09
DG-N,N,09/11/22,3,21:47:00,CL,20.7,95.9,"HJ, DZ",D,same,same,"8 - 5 HJ, 3 DZ",2022-11-09
DG-N,N,09/11/22,4,22:06:00,CL,20.4,97.2,"HJ, DZ",A,same,same,"6 - 4 HJ, 2 DZ",2022-11-09
DG-N,N,09/11/22,4,22:06:00,CL,20.4,97.2,"HJ, DZ",B,same,same,"6 - 4 HJ, 2 DZ",2022-11-09
DG-N,N,09/11/22,4,22:06:00,CL,20.4,97.2,"HJ, DZ",C,same,same,"6 - 4 HJ, 2 DZ",2022-11-09
DG-N,N,09/11/22,4,22:06:00,CL,20.4,97.2,"HJ, DZ",D,same,same,"6 - 4 HJ, 2 DZ",2022-11-09
DG-B,B,10/11/22,1,20:04:00,PN,21.1,93.2,"HJ, DZ",A,same,same,"6 - 4 DZ, 2 HJ",2022-11-10
DG-B,B,10/11/22,1,20:04:00,PN,21.1,93.2,"HJ, DZ",B,same,same,"6 - 4 DZ, 2 HJ",2022-11-10
DG-B,B,10/11/22,1,20:04:00,PN,21.1,93.2,"HJ, DZ",C,same,same,"6 - 4 DZ, 2 HJ",2022-11-10
DG-B,B,10/11/22,1,20:04:00,PN,21.1,93.2,"HJ, DZ",D,same,same,"6 - 4 DZ, 2 HJ",2022-11-10
DG-B,B,10/11/22,2,20:19:00,PN,20.2,95.8,"HJ, DZ",A,same,same,"2 - 1 HJ, 1 DZ",2022-11-10
DG-B,B,10/11/22,2,20:19:00,PN,20.2,95.8,"HJ, DZ",B,same,same,"2 - 1 HJ, 1 DZ",2022-11-10
DG-B,B,10/11/22,2,20:19:00,PN,20.2,95.8,"HJ, DZ",C,same,same,"2 - 1 HJ, 1 DZ",2022-11-10
DG-B,B,10/11/22,2,20:19:00,PN,20.2,95.8,"HJ, DZ",D,same,same,"2 - 1 HJ, 1 DZ",2022-11-10
DG-B,B,10/11/22,3,20:33:00,PN,19.9,96.1,"HJ, DZ",A,same,same,2 - 2 HJ,2022-11-10
DG-B,B,10/11/22,3,20:33:00,PN,19.9,96.1,"HJ, DZ",B,same,same,2 - 2 HJ,2022-11-10
DG-B,B,10/11/22,3,20:33:00,PN,19.9,96.1,"HJ, DZ",C,same,same,2 - 2 HJ,2022-11-10
DG-B,B,10/11/22,3,20:33:00,PN,19.9,96.1,"HJ, DZ",D,same,same,2 - 2 HJ,2022-11-10
DG-B,B,10/11/22,4,20:46:00,PN,19.8,97.2,"HJ, DZ",A,same,same,"5 - 3 DZ, 2 HJ",2022-11-10
DG-B,B,10/11/22,4,20:46:00,PN,19.8,97.2,"HJ, DZ",B,same,same,"5 - 3 DZ, 2 HJ",2022-11-10
DG-B,B,10/11/22,4,20:46:00,PN,19.8,97.2,"HJ, DZ",C,same,same,"5 - 3 DZ, 2 HJ",2022-11-10
DG-B,B,10/11/22,4,20:46:00,PN,19.8,97.2,"HJ, DZ",D,same,same,"5 - 3 DZ, 2 HJ",2022-11-10
DG-V,V,10/11/22,1,21:17:00,PN,21.1,94.1,"HJ, DZ",A,same,same,"4 - 2 HJ, 2 DZ",2022-11-10
DG-V,V,10/11/22,1,21:17:00,PN,21.1,94.1,"HJ, DZ",B,same,same,"4 - 2 HJ, 2 DZ",2022-11-10
DG-V,V,10/11/22,1,21:17:00,PN,21.1,94.1,"HJ, DZ",C,same,same,"4 - 2 HJ, 2 DZ",2022-11-10
DG-V,V,10/11/22,1,21:17:00,PN,21.1,94.1,"HJ, DZ",D,same,same,"4 - 2 HJ, 2 DZ",2022-11-10
DG-V,V,10/11/22,2,21:31:00,PN,19.9,95.5,"HJ, DZ",A,same,same,"4 - 2 HJ, 2 DZ",2022-11-10
DG-V,V,10/11/22,2,21:31:00,PN,19.9,95.5,"HJ, DZ",B,same,same,"4 - 2 HJ, 2 DZ",2022-11-10
DG-V,V,10/11/22,2,21:31:00,PN,19.9,95.5,"HJ, DZ",C,same,same,"4 - 2 HJ, 2 DZ",2022-11-10
DG-V,V,10/11/22,2,21:31:00,PN,19.9,95.5,"HJ, DZ",D,same,same,"4 - 2 HJ, 2 DZ",2022-11-10
DG-V,V,10/11/22,3,21:45:00,PN,19.7,96.7,"HJ, DZ",A,same,same,"5 - 3 DZ, 2 HJ",2022-11-10
DG-V,V,10/11/22,3,21:45:00,PN,19.7,96.7,"HJ, DZ",B,same,same,"5 - 3 DZ, 2 HJ",2022-11-10
DG-V,V,10/11/22,3,21:45:00,PN,19.7,96.7,"HJ, DZ",C,same,same,"5 - 3 DZ, 2 HJ",2022-11-10
DG-V,V,10/11/22,3,21:45:00,PN,19.7,96.7,"HJ, DZ",D,same,same,"5 - 3 DZ, 2 HJ",2022-11-10
DG-V,V,10/11/22,4,22:00:00,PN,19.5,95.9,"HJ, DZ",A,same,same,"4 - 2 DZ, 2 HJ",2022-11-10
DG-V,V,10/11/22,4,22:00:00,PN,19.5,95.9,"HJ, DZ",B,same,same,"4 - 2 DZ, 2 HJ",2022-11-10
DG-V,V,10/11/22,4,22:00:00,PN,19.5,95.9,"HJ, DZ",C,same,same,"4 - 2 DZ, 2 HJ",2022-11-10
DG-V,V,10/11/22,4,22:00:00,PN,19.5,95.9,"HJ, DZ",D,same,same,"4 - 2 DZ, 2 HJ",2022-11-10
DG-N,N,11/11/22,1,20:14:00,N,20.9,92.1,"HJ, DZ",A,same,same,"10 - 5 HJ, 5 DZ",2022-11-11
DG-N,N,11/11/22,1,20:14:00,N,20.9,92.1,"HJ, DZ",B,same,same,"10 - 5 HJ, 5 DZ",2022-11-11
DG-N,N,11/11/22,1,20:14:00,N,20.9,92.1,"HJ, DZ",C,same,same,"10 - 5 HJ, 5 DZ",2022-11-11
DG-N,N,11/11/22,1,20:14:00,N,20.9,92.1,"HJ, DZ",D,same,same,"10 - 5 HJ, 5 DZ",2022-11-11
DG-N,N,11/11/22,2,20:28:00,N,20.4,95.1,"HJ, DZ",A,same,same,"6 - 4 HJ, 2 DZ",2022-11-11
DG-N,N,11/11/22,2,20:28:00,N,20.4,95.1,"HJ, DZ",B,same,same,"6 - 4 HJ, 2 DZ",2022-11-11
DG-N,N,11/11/22,2,20:28:00,N,20.4,95.1,"HJ, DZ",C,same,same,"6 - 4 HJ, 2 DZ",2022-11-11
DG-N,N,11/11/22,2,20:28:00,N,20.4,95.1,"HJ, DZ",D,same,same,"6 - 4 HJ, 2 DZ",2022-11-11
DG-N,N,11/11/22,3,20:42:00,N,19.8,95.6,"HJ, DZ",A,same,same,"13 - 7 HJ, 6 DZ",2022-11-11
DG-N,N,11/11/22,3,20:42:00,N,19.8,95.6,"HJ, DZ",B,same,same,"13 - 7 HJ, 6 DZ",2022-11-11
DG-N,N,11/11/22,3,20:42:00,N,19.8,95.6,"HJ, DZ",C,same,same,"13 - 7 HJ, 6 DZ",2022-11-11
DG-N,N,11/11/22,3,20:42:00,N,19.8,95.6,"HJ, DZ",D,same,same,"13 - 7 HJ, 6 DZ",2022-11-11
DG-N,N,11/11/22,4,20:57:00,N,22.1,89.7,"HJ, DZ",A,same,same,3 - 3 HJ,2022-11-11
DG-N,N,11/11/22,4,20:57:00,N,22.1,89.7,"HJ, DZ",B,same,same,3 - 3 HJ,2022-11-11
DG-N,N,11/11/22,4,20:57:00,N,22.1,89.7,"HJ, DZ",C,same,same,3 - 3 HJ,2022-11-11
DG-N,N,11/11/22,4,20:57:00,N,22.1,89.7,"HJ, DZ",D,same,same,3 - 3 HJ,2022-11-11
DG-C,C,11/11/22,1,21:26:00,PN,20.9,90.7,"HJ, DZ",A,same,same,"8 - 5 DZ, 3 HJ",2022-11-11
DG-C,C,11/11/22,1,21:26:00,PN,20.9,90.7,"HJ, DZ",B,same,same,"8 - 5 DZ, 3 HJ",2022-11-11
DG-C,C,11/11/22,1,21:26:00,PN,20.9,90.7,"HJ, DZ",C,same,same,"8 - 5 DZ, 3 HJ",2022-11-11
DG-C,C,11/11/22,1,21:26:00,PN,20.9,90.7,"HJ, DZ",D,same,same,"8 - 5 DZ, 3 HJ",2022-11-11
DG-C,C,11/11/22,2,21:43:00,PN,18.8,96.0,"HJ, DZ",A,same,same,"11 - 6 HJ, 5 DZ",2022-11-11
